0.708990, -0.153233
-0.280124, 0.339214
0.012362, 0.717209
-0.485567, -0.576920
0.693511, 0.034617
-0.168127, -0.736658
-0.109458, 0.250167
0.878358, 0.302337
0.317672, 0.474864
0.776468, 0.436149
-0.495987, -0.009695
0.041300, 0.252765
-1.168103, -0.435169
-0.710047, 0.383647
0.392396, 0.596249
0.907813, 0.292457
0.065315, 0.344294
-0.462265, 0.295900
0.028615, -1.214959
-0.779983, 0.157175
-0.110119, 0.556221
-0.104583, -0.299216
0.401246, 1.224486
0.843174, -0.708722
0.004568, -0.454628
-0.105654, -0.337229
1.467458, -0.474653
-0.255033, -0.430946
0.420960, 0.310866
0.171303, -0.461077
0.578450, 0.136452
0.321818, 0.328632
0.344224, -0.265041
0.243808, 0.501107
0.888074, -0.280874
-0.324317, 0.738023
-0.464706, 0.108737
-0.896305, -0.517199
0.434243, 0.290843
0.147688, -0.869248
0.207653, 0.059341
-0.050555, 0.922193
-0.825944, 0.106229
0.530640, 0.516339
-1.048026, -0.316576
-0.541989, 0.169096
0.584102, 0.514421
0.532761, 0.347256
0.796412, -0.750891
-0.502750, -0.529668
0.430023, 0.880419
-0.306340, -0.343643
-0.496928, 0.042947
-0.514780, 0.210417
0.937927, 0.440502
1.340486, -0.413166
0.389492, 0.277235
0.433687, 0.218287
-0.509677, -0.054716
0.175808, 0.600831
0.147377, -0.224105
-0.608447, 0.003045
0.049128, -0.147485
0.797651, 0.055248
0.463114, 0.234622
0.536252, 0.227573
-0.607580, -0.293961
0.334033, 0.455033
0.045329, -0.317869
-0.480824, 0.021328
-0.002216, -0.087379
0.776544, -0.004439
0.483889, 0.055553
0.874832, 0.618972
-0.507712, 0.004982
0.341343, 0.210435
-1.334439, -0.683829
-0.631785, 0.370349
0.418908, 0.888329
0.995373, 0.511656
0.522270, 0.230406
-0.306774, 0.246962
0.251367, -0.939515
-0.694795, 0.277472
-0.171009, 0.346640
-0.199873, -0.397530
0.529020, 1.557505
1.190753, -0.605464
0.253987, -0.400521
-0.050800, -0.418059
